student_id,student_name,department,semester,cgpa,tenth_percentage,twelfth_percentage,backlogs,programming_languages,frameworks,verified_certifications,python_skill,java_skill,sql_skill,react_skill,aws_skill,dsa_skill,certifications_count,projects_count,project_complexity,open_source_contributions,internships_count,aptitude_score,quantitative_aptitude_score,logical_aptitude_score,coding_score,communication_score,verbal_fluency_score,interview_score,presentation_score,hackathons_participated,leadership_roles,tech_society_participation,target_role,placement_probability,placement_status,missing_skills,recommended_courses,roadmap_weeks,placement_outcome
STU0836,Aditya Verma,AI&DS,7,6.61,63.4,57.6,0,Java,React|Spring Boot,,0,2,1,1,1,0,0,4,3,8,0,54,51,51,45,79,73,66,73,1,0,0,QA Engineer,23.0,Needs Training,Selenium|API Testing,Automation Testing with Selenium|Postman & REST API Testing,6,Not Placed
STU0837,Kunal Mishra,EEE,5,8.82,85.9,75.0,0,Python|Java,React|Pandas,,2,1,2,3,1,1,0,6,4,13,2,75,77,77,72,88,85,87,86,3,0,2,Full Stack Developer,80.1,Ready,Java|DSA,Java Programming & Spring Boot|Data Structures & Algorithms,6,Placed
STU0838,Anushka Kumar,AI&DS,6,8.6,89.2,71.2,0,Python|Java|C++,React|Spring Boot|Pandas|AWS,Python Certificate|SQL Certificate|Cloud Certificate,2,2,2,2,3,2,3,2,3,9,2,77,80,75,74,88,86,89,90,0,0,0,QA Engineer,80.9,Ready,Advanced interview practice,Advanced Placement Interview Mastery,4,Placed
STU0839,Isha Dutta,IT,8,5.0,65.8,54.2,2,Python,React,,0,0,0,1,0,1,0,0,2,2,0,43,45,41,40,74,69,55,67,0,0,0,QA Engineer,5.0,Needs Training,Java|Selenium|API Testing|Automation Testing,Java for Test Automation|Automation Testing with Selenium|Postman & REST API Testing|Mastering Test Automation & Frameworks,10,Not Placed
STU0840,Shreya Singh,IT,6,6.17,74.7,67.6,0,Python|Java,React,,1,1,1,1,0,0,0,2,2,6,1,54,58,52,45,79,74,66,74,1,0,1,QA Engineer,19.7,Needs Training,Java|Selenium|API Testing|Automation Testing,Java for Test Automation|Automation Testing with Selenium|Postman & REST API Testing|Mastering Test Automation & Frameworks,10,Not Placed
STU0841,Nishant Chowdhury,CSE,6,5.97,67.6,62.1,1,Python,Git,Python Certificate,1,0,1,0,1,0,1,1,1,3,0,47,48,47,40,76,67,59,68,0,0,0,Data Analyst,5.9,Needs Training,Python|SQL|Statistics|Power BI,Python for Data Analysis|SQL & Database Fundamentals|Statistics for Data Analysis|Microsoft Power BI Data Analyst,10,Not Placed
STU0842,Nikhil Saxena,IT,7,6.81,70.1,70.0,0,Python|Java,React|Pandas,,2,1,1,1,1,0,0,1,2,5,2,57,61,53,49,80,76,69,75,1,1,1,QA Engineer,24.7,Needs Training,Java|Selenium|API Testing|Automation Testing,Java for Test Automation|Automation Testing with Selenium|Postman & REST API Testing|Mastering Test Automation & Frameworks,10,Not Placed
STU0843,Ishaan Thakur,CSE,7,8.4,81.5,65.8,0,Python|Java|C++,React|Pandas,Python Certificate,2,1,1,1,1,2,1,4,3,9,0,64,70,61,57,83,83,76,82,0,0,1,Full Stack Developer,60.0,Near Ready,React|Java|MongoDB,Meta Front-End Development|Java Programming & Spring Boot|MongoDB Developer Path,8,Placed
STU0844,Shreya Das,Mechanical,7,5.36,59.6,66.8,2,Python,Git,,0,0,0,0,1,1,0,0,1,2,0,47,51,43,40,76,73,60,68,0,0,0,QA Engineer,5.0,Needs Training,Java|Selenium|API Testing|Automation Testing,Java for Test Automation|Automation Testing with Selenium|Postman & REST API Testing|Mastering Test Automation & Frameworks,10,Not Placed
STU0845,Tanvi Yadav,CSE,8,6.83,66.1,68.1,0,Python,React,Python Certificate,1,0,1,1,1,0,1,5,3,9,0,54,56,51,45,79,78,66,69,0,0,1,DevOps Engineer,11.7,Needs Training,AWS|Python|Docker|Kubernetes,AWS Cloud Practitioner|Python Automation|Docker & Kubernetes Bootcamp|Kubernetes for DevOps,10,Not Placed
STU0846,Deepak Singh,AI&DS,6,7.24,65.1,70.4,2,Python|Java,React|Pandas,Python Certificate,2,1,1,1,0,1,1,1,2,5,0,53,56,50,44,78,70,65,72,0,0,0,QA Engineer,16.5,Needs Training,Java|Selenium|API Testing|Automation Testing,Java for Test Automation|Automation Testing with Selenium|Postman & REST API Testing|Mastering Test Automation & Frameworks,10,Not Placed
STU0847,Pranav Pandey,CSE,5,8.84,85.1,65.5,0,Python|Java,React|Pandas,Python Certificate|SQL Certificate|Cloud Certificate|DSA Certificate,2,1,1,2,1,1,4,1,2,7,1,67,70,66,62,84,80,79,81,1,0,1,Data Analyst,60.0,Near Ready,SQL|Statistics,SQL & Database Fundamentals|Statistics for Data Analysis,6,Placed
STU0848,Ankit Shetty,Mechanical,6,7.37,83.3,77.5,0,Python,React,Python Certificate|SQL Certificate,1,0,1,1,0,0,2,0,2,4,2,66,66,66,60,84,79,78,80,1,1,1,QA Engineer,60.0,Near Ready,Java|API Testing|Automation Testing,Java for Test Automation|Postman & REST API Testing|Mastering Test Automation & Frameworks,8,Placed
STU0849,Sahil Kulkarni,AI&DS,8,7.02,74.7,61.4,0,Python|Java,React|Spring Boot,Python Certificate,1,2,2,1,1,1,1,1,2,6,1,56,58,54,48,80,74,68,79,0,0,1,Data Analyst,60.0,Near Ready,Python|Statistics|Power BI,Python for Data Analysis|Statistics for Data Analysis|Microsoft Power BI Data Analyst,8,Placed
STU0850,Pranav Iyer,IT,7,7.96,84.8,74.2,0,Python|Java|C++,React|Spring Boot,Python Certificate,1,2,1,2,1,2,1,3,3,8,2,67,70,67,61,84,80,79,84,2,0,1,QA Engineer,80.0,Ready,API Testing,Postman & REST API Testing,4,Placed
STU0851,Aditya Thakur,CSE,6,7.05,69.2,73.3,0,Python|Java,React,Python Certificate,1,1,1,2,1,0,1,1,2,5,0,58,60,50,50,81,75,70,80,1,0,0,QA Engineer,21.5,Needs Training,Java|Selenium|API Testing|Automation Testing,Java for Test Automation|Automation Testing with Selenium|Postman & REST API Testing|Mastering Test Automation & Frameworks,10,Not Placed
STU0852,Nikhil Reddy,IT,8,7.18,77.6,73.1,0,Python|Java,React|Spring Boot|Pandas,,2,2,1,2,1,1,0,1,2,6,0,61,64,61,55,82,76,73,82,0,1,1,QA Engineer,60.0,Near Ready,API Testing|Automation Testing,Postman & REST API Testing|Mastering Test Automation & Frameworks,6,Placed
STU0853,Rahul Chowdhury,CSE,8,9.39,90.8,85.0,0,Python|Java|C++,React|Pandas,,3,1,3,3,1,3,0,4,4,11,3,85,88,88,84,92,90,96,87,3,3,3,Full Stack Developer,95.2,Ready,Java,Java Programming & Spring Boot,4,Placed
STU0854,Isha Chawla,EEE,8,7.57,93.0,87.1,0,Python|Java|C++,React,Python Certificate|SQL Certificate,1,1,2,1,1,2,2,3,4,10,0,81,79,78,79,90,92,92,87,2,0,1,Full Stack Developer,68.5,Near Ready,React|Java|NodeJS|MongoDB,Meta Front-End Development|Java Programming & Spring Boot|Node.js Backend Development|MongoDB Developer Path,10,Placed
STU0855,Nikhil Kumar,CSE,8,6.54,67.0,54.1,1,Python|Java,React,,1,1,1,1,0,1,0,2,2,5,0,49,48,51,40,77,76,62,70,0,0,0,Full Stack Developer,7.9,Needs Training,React|Java|DSA|NodeJS|MongoDB,Meta Front-End Development|Java Programming & Spring Boot|Data Structures & Algorithms|Node.js Backend Development|MongoDB Developer Path,12,Not Placed
STU0856,Zoya Shah,CSE,6,8.39,82.7,89.4,0,Python|Java|C++,React|Spring Boot|Pandas,Python Certificate|SQL Certificate,2,2,2,2,1,2,2,6,4,12,1,75,77,70,71,87,86,86,85,1,0,0,Full Stack Developer,83.6,Ready,Advanced interview practice,Advanced Placement Interview Mastery,4,Placed
STU0857,Shreya Dutta,CSE,7,8.2,87.2,81.1,0,Python|Java|C++,React|Pandas,Python Certificate|SQL Certificate|Cloud Certificate|DSA Certificate,2,1,2,2,1,2,4,4,3,11,3,74,78,75,71,87,86,86,84,1,1,1,Full Stack Developer,85.5,Ready,Java,Java Programming & Spring Boot,4,Placed
STU0858,Vikas Shah,AI&DS,7,7.38,73.2,71.4,2,Python,Pandas,Python Certificate,2,0,0,0,0,0,1,3,3,6,0,51,51,52,41,78,77,63,70,0,0,0,Data Analyst,9.6,Needs Training,SQL|Statistics|Power BI,SQL & Database Fundamentals|Statistics for Data Analysis|Microsoft Power BI Data Analyst,8,Not Placed
STU0859,Akash Rao,IT,8,7.98,81.2,79.2,0,Python|Java|C++,React|Pandas,Python Certificate|SQL Certificate|Cloud Certificate|DSA Certificate|Web Development Certificate,2,1,2,1,1,3,5,0,2,6,0,75,74,79,71,87,79,86,89,4,2,3,QA Engineer,80.0,Ready,Java|Automation Testing,Java for Test Automation|Mastering Test Automation & Frameworks,6,Placed
STU0860,Kavya Reddy,CSE,7,8.84,90.0,85.7,0,Python|Java|C++,React|Pandas|AWS,Python Certificate|SQL Certificate|Cloud Certificate,3,1,2,2,3,3,3,8,5,15,2,83,84,84,82,91,88,95,93,3,0,2,DevOps Engineer,95.1,Ready,Advanced interview practice,Advanced Placement Interview Mastery,4,Placed
STU0861,Anushka Chawla,ECE,7,7.37,63.7,60.3,1,Python,Git,Python Certificate,0,0,1,0,1,0,1,1,2,5,1,51,56,48,42,78,74,64,70,0,0,1,QA Engineer,14.1,Needs Training,Java|Selenium|API Testing|Automation Testing,Java for Test Automation|Automation Testing with Selenium|Postman & REST API Testing|Mastering Test Automation & Frameworks,10,Not Placed
STU0862,Rohan Gupta,AI&DS,7,6.17,58.2,72.0,1,Python|Java,React,,1,1,1,1,1,1,0,2,2,5,0,54,58,52,45,79,78,66,69,0,0,0,QA Engineer,25.8,Needs Training,Java|Selenium|API Testing|Automation Testing,Java for Test Automation|Automation Testing with Selenium|Postman & REST API Testing|Mastering Test Automation & Frameworks,10,Not Placed
STU0863,Yash Reddy,AI&DS,6,8.24,87.1,79.9,0,Python|Java|C++,React|Spring Boot|Pandas,Python Certificate|SQL Certificate,3,3,2,2,1,2,2,1,2,8,1,77,81,78,74,88,85,88,89,1,0,1,Data Analyst,85.6,Ready,Advanced interview practice,Advanced Placement Interview Mastery,4,Placed
STU0864,Vikas Pandey,AI&DS,7,7.7,83.2,81.3,1,Python|Java,React|Pandas,Python Certificate|SQL Certificate,2,1,2,1,0,1,2,5,4,11,0,68,68,65,63,85,84,80,83,1,0,1,Data Analyst,60.0,Near Ready,Statistics,Statistics for Data Analysis,4,Placed
STU0865,Utkarsh Sharma,AI&DS,8,8.47,83.7,77.7,0,Python|Java,React|AWS,,1,1,2,2,2,1,0,2,2,8,1,71,71,70,67,86,86,83,86,2,2,2,QA Engineer,80.0,Ready,Java|API Testing|Automation Testing,Java for Test Automation|Postman & REST API Testing|Mastering Test Automation & Frameworks,8,Placed
STU0866,Akash Pillai,IT,8,7.94,71.0,66.2,0,Python|Java|C++,React|Pandas,Python Certificate|SQL Certificate,2,1,2,1,1,2,2,0,2,5,1,69,69,64,64,85,80,81,83,1,0,1,QA Engineer,60.0,Near Ready,Java|API Testing|Automation Testing,Java for Test Automation|Postman & REST API Testing|Mastering Test Automation & Frameworks,8,Placed
STU0867,Meera Nair,CSE,5,7.24,79.4,75.1,0,Python|Java|C++,React|Spring Boot,Python Certificate,1,2,2,1,0,2,1,1,2,7,2,69,72,66,64,85,85,81,81,1,0,1,QA Engineer,64.7,Near Ready,API Testing|Automation Testing,Postman & REST API Testing|Mastering Test Automation & Frameworks,6,Placed
STU0868,Arjun Pillai,CSE,6,5.91,56.3,56.0,1,Java,Git,Python Certificate,0,1,1,0,0,1,1,0,1,2,0,49,51,48,40,77,74,61,67,0,0,0,QA Engineer,9.4,Needs Training,Java|Selenium|API Testing|Automation Testing,Java for Test Automation|Automation Testing with Selenium|Postman & REST API Testing|Mastering Test Automation & Frameworks,10,Not Placed
STU0869,Sneha Reddy,ECE,5,8.24,93.2,84.6,1,Python|Java|C++,React|Pandas,Python Certificate|SQL Certificate,2,1,2,1,0,2,2,0,2,6,2,77,76,75,74,89,90,89,86,1,2,1,Data Analyst,80.0,Ready,Advanced interview practice,Advanced Placement Interview Mastery,4,Placed
STU0870,Ananya Shetty,EEE,7,8.63,81.9,78.4,0,Python|Java,React|Pandas,,2,1,2,1,1,1,0,2,3,8,2,79,77,79,76,89,87,90,89,1,1,1,Data Analyst,80.0,Ready,Power BI,Microsoft Power BI Data Analyst,4,Placed
STU0871,Karthik Bhat,AI&DS,8,7.48,82.4,78.5,1,Python|Java,React|Spring Boot,Python Certificate|SQL Certificate,1,2,1,1,1,1,2,2,2,6,0,62,65,63,55,82,86,74,79,0,2,1,QA Engineer,60.0,Near Ready,API Testing|Automation Testing,Postman & REST API Testing|Mastering Test Automation & Frameworks,6,Placed
STU0872,Gaurav Deshmukh,CSE,6,7.67,82.4,74.1,0,Python|Java,React,Python Certificate|SQL Certificate|Cloud Certificate|DSA Certificate|Web Development Certificate,1,1,1,1,1,1,6,3,3,8,1,64,67,65,58,83,81,76,76,2,1,2,Full Stack Developer,60.0,Near Ready,React|Java|DSA|NodeJS|MongoDB,Meta Front-End Development|Java Programming & Spring Boot|Data Structures & Algorithms|Node.js Backend Development|MongoDB Developer Path,12,Placed
STU0873,Gaurav Shetty,IT,7,5.08,61.2,60.2,1,Python|Java,React|Pandas,,2,1,0,1,0,0,0,1,2,3,0,46,46,45,40,76,73,59,69,0,0,0,QA Engineer,5.0,Needs Training,Java|Selenium|API Testing|Automation Testing,Java for Test Automation|Automation Testing with Selenium|Postman & REST API Testing|Mastering Test Automation & Frameworks,10,Not Placed
STU0874,Harsh Mehta,AI&DS,8,8.55,76.5,83.6,0,Python|Java|C++,React|Pandas|AWS,Python Certificate|SQL Certificate|Cloud Certificate|DSA Certificate,3,1,2,2,2,2,4,1,2,8,1,71,72,73,66,86,88,83,80,6,0,2,QA Engineer,80.0,Ready,Java|API Testing|Automation Testing,Java for Test Automation|Postman & REST API Testing|Mastering Test Automation & Frameworks,8,Placed
STU0875,Rishabh Singh,CSE,7,8.2,84.3,85.9,1,Python|Java|C++,React|Pandas,Python Certificate|SQL Certificate,2,1,3,2,1,2,2,4,3,11,2,72,74,70,67,86,86,83,86,4,1,2,Full Stack Developer,70.3,Near Ready,Java,Java Programming & Spring Boot,4,Placed
STU0876,Utkarsh Sharma,CSE,7,8.13,73.3,74.3,0,Python|Java,React|Pandas,Python Certificate|SQL Certificate,2,1,2,1,1,1,2,2,2,7,0,64,67,62,58,83,82,76,79,2,0,1,Data Analyst,60.0,Near Ready,Statistics,Statistics for Data Analysis,4,Placed
STU0877,Kavya Chawla,IT,7,8.85,87.5,80.5,0,Python|Java|C++,React|Spring Boot|Pandas,Python Certificate,2,2,1,2,1,3,1,7,4,14,0,78,81,77,75,89,88,90,89,1,2,1,Full Stack Developer,83.7,Ready,MongoDB,MongoDB Developer Path,4,Placed
STU0878,Bhavya Singh,IT,7,7.72,72.9,61.3,0,Python|Java,React|Spring Boot,Python Certificate|SQL Certificate,1,2,2,1,1,1,2,2,2,6,0,61,66,61,54,82,79,73,80,2,0,1,Full Stack Developer,60.0,Near Ready,React|DSA|NodeJS|MongoDB,Meta Front-End Development|Data Structures & Algorithms|Node.js Backend Development|MongoDB Developer Path,10,Placed
STU0879,Shreya Iyer,CSE,6,8.3,73.6,76.0,0,Python|Java,React|Spring Boot,Python Certificate|SQL Certificate,1,2,2,2,1,1,2,4,3,10,2,71,71,70,67,86,84,83,83,0,1,2,QA Engineer,80.0,Ready,API Testing,Postman & REST API Testing,4,Placed
STU0880,Dev Kumar,CSE,7,7.15,58.7,62.1,2,Python|Java,React|Pandas|AWS,,2,1,1,1,2,0,0,1,2,5,1,52,52,49,43,78,72,65,72,0,1,1,QA Engineer,18.2,Needs Training,Java|Selenium|API Testing|Automation Testing,Java for Test Automation|Automation Testing with Selenium|Postman & REST API Testing|Mastering Test Automation & Frameworks,10,Not Placed
STU0881,Yash Chawla,CSE,7,7.74,78.9,75.4,0,Python|Java|C++,React,Python Certificate|SQL Certificate,1,1,1,2,0,2,2,0,1,5,1,64,68,69,58,83,78,76,81,2,0,1,QA Engineer,68.3,Near Ready,Java|API Testing|Automation Testing,Java for Test Automation|Postman & REST API Testing|Mastering Test Automation & Frameworks,8,Placed
STU0882,Aditi Singh,IT,8,7.28,73.8,71.4,0,Python|Java|C++,React|Spring Boot,Python Certificate,1,2,0,1,0,2,1,4,3,9,0,63,64,62,56,82,74,74,76,0,0,1,QA Engineer,60.0,Near Ready,API Testing,Postman & REST API Testing,4,Placed
STU0883,Aarav Shah,CSE,7,8.86,77.0,81.2,0,Python|C++,React|Pandas,Python Certificate|SQL Certificate,3,0,2,2,1,2,2,2,2,8,0,67,69,71,62,84,80,79,78,2,1,2,Data Analyst,69.8,Near Ready,Statistics,Statistics for Data Analysis,4,Placed
STU0884,Isha Deshmukh,CSE,7,7.57,78.5,68.0,0,Python|Java,React|Spring Boot|Pandas,,2,2,1,2,1,1,0,4,3,8,0,60,60,57,53,81,81,72,78,0,0,0,QA Engineer,60.0,Near Ready,API Testing,Postman & REST API Testing,4,Placed
STU0885,Manish Sharma,ECE,6,7.66,82.8,73.5,0,Python,Git,Python Certificate,1,0,0,0,1,0,1,2,2,7,1,63,64,64,57,83,80,75,79,3,0,1,DevOps Engineer,22.7,Needs Training,AWS|Python|Docker|Kubernetes,AWS Cloud Practitioner|Python Automation|Docker & Kubernetes Bootcamp|Kubernetes for DevOps,10,Not Placed
STU0886,Dev Iyer,CSE,7,7.69,83.2,89.5,0,Python|Java|C++,React|Pandas|AWS,Python Certificate,2,1,2,2,2,2,1,3,2,8,3,75,77,73,71,87,88,86,82,3,1,1,Full Stack Developer,68.6,Near Ready,Java|NodeJS|MongoDB,Java Programming & Spring Boot|Node.js Backend Development|MongoDB Developer Path,8,Placed
STU0887,Akash Singh,IT,5,6.42,72.8,73.1,0,Python|Java,React|Pandas|AWS,,2,1,1,1,2,1,0,1,2,5,0,59,60,55,52,81,75,71,73,0,0,0,QA Engineer,20.5,Needs Training,Java|Selenium|API Testing|Automation Testing,Java for Test Automation|Automation Testing with Selenium|Postman & REST API Testing|Mastering Test Automation & Frameworks,10,Not Placed
STU0888,Ishaan Das,CSE,6,6.04,67.6,60.2,0,Python,React,,0,0,1,1,0,1,0,1,2,4,0,45,48,44,40,75,68,58,69,0,0,1,QA Engineer,7.2,Needs Training,Java|Selenium|API Testing|Automation Testing,Java for Test Automation|Automation Testing with Selenium|Postman & REST API Testing|Mastering Test Automation & Frameworks,10,Not Placed
STU0889,Sanjay Kumar,CSE,7,9.32,85.2,87.1,0,Python|Java|C++,React|Spring Boot|Pandas,Python Certificate,3,2,3,2,1,2,1,7,5,14,1,86,88,89,85,92,89,97,92,4,0,2,Full Stack Developer,91.1,Ready,Advanced interview practice,Advanced Placement Interview Mastery,4,Placed
STU0890,Ishaan Gupta,CSE,8,8.57,90.2,83.6,0,Python|Java|C++,React|Spring Boot|Pandas|AWS,Python Certificate|SQL Certificate,2,3,2,2,3,2,2,5,4,12,2,81,81,80,79,90,91,93,92,0,0,1,QA Engineer,94.9,Ready,Advanced interview practice,Advanced Placement Interview Mastery,4,Placed
STU0891,Riya Chowdhury,IT,5,6.28,70.4,58.3,0,Python|Java,React,Python Certificate,1,1,1,1,0,1,1,1,3,4,0,49,51,47,40,77,73,62,71,0,0,1,QA Engineer,15.5,Needs Training,Java|Selenium|API Testing,Java for Test Automation|Automation Testing with Selenium|Postman & REST API Testing,8,Not Placed
STU0892,Rishabh Shah,ECE,7,8.98,86.9,78.0,0,Python|Java,React|Pandas,Python Certificate,2,1,1,1,0,1,1,4,3,9,1,73,71,75,69,87,87,85,85,4,0,2,Full Stack Developer,60.0,Near Ready,React|Java|DSA|MongoDB,Meta Front-End Development|Java Programming & Spring Boot|Data Structures & Algorithms|MongoDB Developer Path,10,Placed
STU0893,Sameer Deshmukh,ECE,8,7.34,64.3,75.0,0,Python|Java,Git,Python Certificate|SQL Certificate,1,1,0,0,1,0,2,0,2,4,0,59,64,54,51,81,77,71,79,1,0,1,QA Engineer,60.0,Near Ready,Java|Selenium|API Testing|Automation Testing,Java for Test Automation|Automation Testing with Selenium|Postman & REST API Testing|Mastering Test Automation & Frameworks,10,Placed
STU0894,Ankit Chowdhury,AI&DS,6,7.19,76.3,76.0,0,Python|Java|C++,React|Spring Boot|Pandas,Python Certificate|SQL Certificate,2,2,2,1,0,2,2,1,2,6,2,68,67,68,63,85,82,80,81,0,1,1,QA Engineer,60.0,Near Ready,API Testing|Automation Testing,Postman & REST API Testing|Mastering Test Automation & Frameworks,6,Placed
STU0895,Sameer Nair,IT,7,7.74,76.0,69.5,0,Python|Java,React|Pandas,,2,1,2,2,0,1,0,3,3,9,0,68,70,67,63,85,85,80,80,0,2,1,Data Analyst,60.0,Near Ready,Statistics|Power BI,Statistics for Data Analysis|Microsoft Power BI Data Analyst,6,Placed
STU0896,Varun Verma,CSE,7,6.86,76.6,83.5,0,Python|Java,React|Spring Boot|Pandas,Python Certificate,2,2,2,2,1,1,1,3,3,7,0,62,63,63,55,82,81,74,77,1,0,0,QA Engineer,60.0,Near Ready,API Testing,Postman & REST API Testing,4,Placed
STU0897,Deepak Pillai,CSE,7,6.52,74.1,69.9,0,Python,Pandas,Python Certificate|SQL Certificate,2,0,1,0,1,0,2,2,2,6,0,55,60,53,47,79,79,67,77,0,0,0,Data Analyst,18.8,Needs Training,SQL|Statistics,SQL & Database Fundamentals|Statistics for Data Analysis,6,Not Placed
STU0898,Yash Agarwal,EEE,6,6.6,80.0,60.3,0,Python,Git,Python Certificate|SQL Certificate,1,0,1,0,0,0,2,2,2,6,1,56,57,53,48,80,74,69,78,1,0,1,QA Engineer,21.4,Needs Training,Java|Selenium|API Testing|Automation Testing,Java for Test Automation|Automation Testing with Selenium|Postman & REST API Testing|Mastering Test Automation & Frameworks,10,Not Placed
STU0899,Kunal Chowdhury,CSE,6,6.34,68.2,64.1,0,Python,Git,Python Certificate,1,0,0,0,0,1,1,4,2,7,0,54,55,56,45,79,73,66,75,0,1,1,QA Engineer,20.2,Needs Training,Java|Selenium|API Testing|Automation Testing,Java for Test Automation|Automation Testing with Selenium|Postman & REST API Testing|Mastering Test Automation & Frameworks,10,Not Placed
STU0900,Vikas Sharma,CSE,7,6.04,68.9,68.2,0,Python|Java,React,Python Certificate,1,1,2,1,1,0,1,1,2,5,0,55,57,51,46,79,76,67,74,0,1,1,Data Analyst,13.9,Needs Training,Python|Statistics|Power BI,Python for Data Analysis|Statistics for Data Analysis|Microsoft Power BI Data Analyst,8,Not Placed
STU0901,Akash Mishra,CSE,7,7.37,83.2,84.6,0,Python|Java,React|Pandas,Python Certificate|SQL Certificate|Cloud Certificate|DSA Certificate,2,1,1,2,1,1,4,2,3,8,1,64,67,64,58,83,78,76,78,0,0,1,Data Analyst,60.0,Near Ready,SQL|Statistics,SQL & Database Fundamentals|Statistics for Data Analysis,6,Placed
STU0902,Pooja Das,CSE,5,6.5,73.8,61.9,1,Python|Java,Spring Boot,Python Certificate,1,2,1,0,0,0,1,2,2,6,0,56,53,51,48,80,74,68,76,0,0,1,QA Engineer,22.2,Needs Training,Selenium|API Testing|Automation Testing,Automation Testing with Selenium|Postman & REST API Testing|Mastering Test Automation & Frameworks,8,Not Placed
STU0903,Zoya Kumar,CSE,7,6.72,89.8,87.0,0,Python|Java|C++,React|Pandas|AWS,Python Certificate|SQL Certificate,2,1,1,2,2,2,2,5,3,11,1,73,70,71,69,87,84,85,88,1,0,1,Full Stack Developer,65.6,Near Ready,Java|MongoDB,Java Programming & Spring Boot|MongoDB Developer Path,6,Placed
STU0904,Sahil Thakur,IT,5,10.0,91.3,96.8,0,Python|Java|C++,React|Spring Boot|Pandas|AWS,Python Certificate|SQL Certificate,2,2,2,3,2,2,2,4,4,11,1,83,84,83,81,91,91,94,91,3,3,3,Full Stack Developer,94.2,Ready,Advanced interview practice,Advanced Placement Interview Mastery,4,Placed
STU0905,Rahul Gupta,AI&DS,7,7.46,67.6,66.0,1,Python|Java|C++,React|Pandas,Python Certificate,2,1,2,1,1,2,1,2,3,6,2,58,57,50,50,80,77,70,76,1,0,1,Data Analyst,60.0,Near Ready,Statistics|Power BI,Statistics for Data Analysis|Microsoft Power BI Data Analyst,6,Placed
STU0906,Anish Mehta,EEE,6,7.55,73.2,75.5,0,Python|Java,React,Python Certificate|SQL Certificate,1,1,1,1,1,1,2,4,4,8,0,68,65,66,62,84,78,79,78,0,2,1,QA Engineer,60.0,Near Ready,Java|API Testing,Java for Test Automation|Postman & REST API Testing,6,Placed
STU0907,Utkarsh Singh,ECE,8,8.01,74.2,73.3,0,Python,Git,,1,0,2,0,1,1,0,8,4,13,0,71,68,72,66,86,85,83,86,3,0,1,QA Engineer,60.0,Near Ready,Java|API Testing,Java for Test Automation|Postman & REST API Testing,6,Placed
STU0908,Ananya Singh,AI&DS,6,7.39,85.1,78.0,0,Python|Java|C++,React|Spring Boot|Pandas,,2,2,2,1,1,3,0,5,4,10,2,70,69,72,66,86,85,82,85,0,0,0,Full Stack Developer,71.4,Near Ready,React,Meta Front-End Development,4,Placed
STU0909,Kavya Kulkarni,CSE,6,8.42,84.6,75.5,0,Python|Java|C++,React|Pandas,Python Certificate|SQL Certificate,2,1,1,1,1,2,2,2,2,8,3,66,71,60,60,84,78,78,84,1,0,1,QA Engineer,68.0,Near Ready,Java|API Testing|Automation Testing,Java for Test Automation|Postman & REST API Testing|Mastering Test Automation & Frameworks,8,Placed
STU0910,Vedant Deshmukh,AI&DS,5,9.19,93.2,85.6,0,Python|Java|C++,React|Spring Boot|Pandas,Python Certificate|SQL Certificate|Cloud Certificate,2,3,2,2,1,2,3,7,4,14,0,74,76,76,70,87,84,85,83,3,1,2,Full Stack Developer,93.0,Ready,Advanced interview practice,Advanced Placement Interview Mastery,4,Placed
STU0911,Siddharth Thakur,IT,6,8.06,86.1,85.9,0,Python|C++,React|Pandas,Python Certificate,2,0,2,1,1,2,1,5,4,11,1,71,71,76,66,86,84,82,83,1,1,1,DevOps Engineer,60.0,Near Ready,AWS|Kubernetes,AWS Cloud Practitioner|Kubernetes for DevOps,6,Placed
STU0912,Manish Rao,CSE,8,6.77,73.9,59.4,0,Python|Java,Git,,1,1,1,0,0,1,0,1,3,5,0,50,53,48,40,77,72,62,72,0,0,0,Data Analyst,11.7,Needs Training,Python|SQL|Statistics|Power BI,Python for Data Analysis|SQL & Database Fundamentals|Statistics for Data Analysis|Microsoft Power BI Data Analyst,10,Not Placed
STU0913,Utkarsh Agarwal,IT,8,8.46,82.1,71.0,0,Python|Java|C++,React|Spring Boot|Pandas,Python Certificate|SQL Certificate|Cloud Certificate|DSA Certificate|Web Development Certificate,2,2,2,3,1,2,5,3,3,9,0,75,75,78,72,88,84,87,83,3,0,1,Full Stack Developer,81.8,Ready,NodeJS|MongoDB,Node.js Backend Development|MongoDB Developer Path,6,Placed
STU0914,Khushi Chowdhury,AI&DS,6,7.72,79.3,82.9,0,Python|Java|C++,React|Spring Boot|Pandas,Python Certificate|SQL Certificate,2,2,2,2,1,2,2,5,4,12,2,75,78,72,72,88,86,87,87,1,2,2,Full Stack Developer,82.6,Ready,Advanced interview practice,Advanced Placement Interview Mastery,4,Placed
STU0915,Sameer Kulkarni,IT,7,6.53,76.1,69.9,0,Python|Java,React|Spring Boot,,1,2,0,2,0,1,0,2,2,7,0,56,57,57,47,79,73,68,77,0,0,0,Full Stack Developer,21.5,Needs Training,DSA|NodeJS|MongoDB,Data Structures & Algorithms|Node.js Backend Development|MongoDB Developer Path,8,Not Placed
